url,appearances,x,y,pic_id,meta_data,superName,fullName,nickName,teams
http://marvel.wikia.com/wiki/Henry_McCoy_(Earth-616),2001,32.732433,17.390238,10,"['Beast', 'Henry Philip ""Hank"" McCoy', ""X-Men (founding member), Krakoa's X-Force; formerly Rand Corporation' Board of Directors, Avengers Unity Division, ally of the Inhumans, X-Men (Blue Team); Illuminati, Stark Industries's Board of Directors, Murder Circus (brainwashed), S.W.O.R.D., Secret Avengers, X-Club (founding member), Initiative (consultant), Exemplars (squad leader), X-Treme X-Men, Acolytes (while mind-controlled), X-Factor/X-Terminators (founding member), Rejects, Defenders, Avengers, Brotherhood of Evil Mutants, Brand Corporation, Hex-Men, X-Men (New Charles Xavier School),""]",Beast,"Henry Philip ""Hank"" McCoy",Hank McCoy,"X-Men (founding member), Krakoa's X-Force; formerly Rand Corporation' Board of Directors, Avengers Unity Division, ally of the Inhumans, X-Men (Blue Team); Illuminati, Stark Industries's Board of Directors, Murder Circus (brainwashed), S.W.O.R.D., Secret Avengers, X-Club (founding member), Initiative (consultant), Exemplars (squad leader), X-Treme X-Men, Acolytes (while mind-controlled), X-Factor/X-Terminators (founding member), Rejects, Defenders, Avengers, Brotherhood of Evil Mutants, Brand Corporation, Hex-Men, X-Men (New Charles Xavier School),"
http://marvel.wikia.com/wiki/Ororo_Munroe_(Earth-616),1785,32.736557,16.734877,11,"['Storm', 'Ororo Munroe', 'X-Men, Quiet Council of Krakoa, Marauders (Pryde); formerly X-Men (Age of X-Man), The Crew, X-Men (Red Team), Horsemen of Salvation, Hounds, X-Force (co-leader with Psylocke), Murder Circus (brainwashed), Extinction Team, Avengers,[18] Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks (leader), Secret Avengers (Civil War), Lady Liberators[19]']",Storm,Ororo Munroe,,"X-Men, Quiet Council of Krakoa, Marauders (Pryde); formerly X-Men (Age of X-Man), The Crew, X-Men (Red Team), Horsemen of Salvation, Hounds, X-Force (co-leader with Psylocke), Murder Circus (brainwashed), Extinction Team, Avengers,[18] Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks (leader), Secret Avengers (Civil War), Lady Liberators[19]"
http://marvel.wikia.com/wiki/Susan_Storm_(Earth-616),1728,-31.346085,22.702253,12,"['Invisible Woman', 'Susan ""Sue"" Storm Richards', 'Fantastic Four (founding member), Future Foundation, Daughters of Liberty; formerly S.H.I.E.L.D., Avengers, Fantastic Four, Inc., Lady Liberators, Friends of Miss America (founding member)[11], Secret Avengers, Initiative, Brides of Set, Hounds, Headbangers']",Invisible Woman,"Susan ""Sue"" Storm Richards",Sue Richards,"Fantastic Four (founding member), Future Foundation, Daughters of Liberty; formerly S.H.I.E.L.D., Avengers, Fantastic Four, Inc., Lady Liberators, Friends of Miss America (founding member)[11], Secret Avengers, Initiative, Brides of Set, Hounds, Headbangers"
http://marvel.wikia.com/wiki/Stephen_Strange_(Earth-616),1615,-31.18385,23.108927,13,"['Doctor Strange', 'Stephen Vincent Strange', ""Avengers (reserve), Strange Academy; formerly Infinity Watch (leader), Black Priests (leader), Illuminati, Avengers of the Supernatural, Defenders, New Avengers, Midnight Sons, The Order, Secret Defenders, Marvel's Medics, Ancient One's disciple, The Mighty; former mentor of Casey Kinmont, Jack Holyoak, Topaz, Augustyne Phyffe, Kyllian Kell (Wildpride), Rintrah, Clea""]",Doctor Strange,Stephen Vincent Strange,,"Avengers (reserve), Strange Academy; formerly Infinity Watch (leader), Black Priests (leader), Illuminati, Avengers of the Supernatural, Defenders, New Avengers, Midnight Sons, The Order, Secret Defenders, Marvel's Medics, Ancient One's disciple, The Mighty; former mentor of Casey Kinmont, Jack Holyoak, Topaz, Augustyne Phyffe, Kyllian Kell (Wildpride), Rintrah, Clea"
http://marvel.wikia.com/wiki/Namor_McKenzie_(Earth-616),1581,-30.579687,23.16649,14,"['Sub-Mariner', 'Namor McKenzie', ""Atlantean Royal Family, X-Men (Red Team), Defenders of the Deep; formerly ally of Hyperion, Cabal (founder), Invaders, Atlantean Army Atlantis, Illuminati, X-Men, Extinction Team, Phoenix Five, Invaders (Modern)Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Deep Six (founder and leader); ally of Betty Dean, Doctor Doom""]",Sub-Mariner,Namor McKenzie,,"Atlantean Royal Family, X-Men (Red Team), Defenders of the Deep; formerly ally of Hyperion, Cabal (founder), Invaders, Atlantean Army Atlantis, Illuminati, X-Men, Extinction Team, Phoenix Five, Invaders (Modern)Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Deep Six (founder and leader); ally of Betty Dean, Doctor Doom"
http://marvel.wikia.com/wiki/Clinton_Barton_(Earth-616),1578,-31.254448,25.529,15,"['Hawkeye', 'Clinton Francis ""Clint"" Barton', 'West Coast Avengers (part of Kree delegation during Operation Galactic Storm); formerly partner of Red Wolf, NYPD Deadpool Task Force, Underground, New Avengers, partner of Hawkeye (Kate Bishop), A.I.M., S.H.I.E.L.D., Avengers Academy, Avengers, Avengers (Heroes Reborn), Secret Avengers (S.H.I.E.L.D.), Black Cat\'s Gang (brainwashed), Secret Avengers (Black Ops Unit), New Avengers, World Counterterrorism Agency, Thunderbolts, Great Lakes Avengers, Cross Technological Enterprises, Shadows, Chain Gang, Defenders, Carson Carnival of Traveling Wonders, Tiboldt Circus; former partner of Mockingbird, Two-Gun Kid, Black Widow, Trick Shot, Swordsman, ""Brothers in Arms"", Mighty, Justice League of America']",Hawkeye,"Clinton Francis ""Clint"" Barton",Clint Barton,"West Coast Avengers (part of Kree delegation during Operation Galactic Storm); formerly partner of Red Wolf, NYPD Deadpool Task Force, Underground, New Avengers, partner of Hawkeye (Kate Bishop), A.I.M., S.H.I.E.L.D., Avengers Academy, Avengers, Avengers (Heroes Reborn), Secret Avengers (S.H.I.E.L.D.), Black Cat's Gang (brainwashed), Secret Avengers (Black Ops Unit), New Avengers, World Counterterrorism Agency, Thunderbolts, Great Lakes Avengers, Cross Technological Enterprises, Shadows, Chain Gang, Defenders, Carson Carnival of Traveling Wonders, Tiboldt Circus; former partner of Mockingbird, Two-Gun Kid, Black Widow, Trick Shot, Swordsman, ""Brothers in Arms"", Mighty, Justice League of America"
http://marvel.wikia.com/wiki/Matthew_Murdock_(Earth-616),1540,-28.490541,25.869476,16,"['Daredevil', 'Matthew Michael ""Matt"" Murdock', ""Defenders, Partner of Blindspot, New York City District Attorney's Office; formerly Partner of Kirsten McDuffie, Defenders, Nelson and Murdock, New Avengers, S.H.I.E.L.D., Marvel Knights, The Hand, Partner of Black Widow""]",Daredevil,"Matthew Michael ""Matt"" Murdock",Matt Murdock,"Defenders, Partner of Blindspot, New York City District Attorney's Office; formerly Partner of Kirsten McDuffie, Defenders, Nelson and Murdock, New Avengers, S.H.I.E.L.D., Marvel Knights, The Hand, Partner of Black Widow"
http://marvel.wikia.com/wiki/Robert_Drake_(Earth-616),1412,32.72717,16.067974,17,"['Iceman', ""Robert Louis 'Bobby' Drake"", 'X-Men, Marauders (Pryde); formerly Department X, X-Men (Time-Displaced), X-Men (New Charles Xavier School), Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), The Chosen (Dualers), Secret Defenders, Fantastic Four,[10] Defenders, Champions (founder)']",Iceman,Robert Louis 'Bobby' Drake,Bobby Drake,"X-Men, Marauders (Pryde); formerly Department X, X-Men (Time-Displaced), X-Men (New Charles Xavier School), Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), The Chosen (Dualers), Secret Defenders, Fantastic Four,[10] Defenders, Champions (founder)"
http://marvel.wikia.com/wiki/Warren_Worthington_III_(Earth-616),1339,32.72283,15.182736,18,"['Angel/Archangel', 'Warren Kenneth Worthington III', ""X-Men (founding member); formerly X-Men (Age of X-Man), Horsemen of Salvation, Sleepers, X-Men (Magneto's), Worthington Industries, X-Men (New Charles Xavier School student body), Jean Grey School student body, Cyclops' & Wolverine's X-Force (co-leader with Wolverine), Clan Akkaba, Mutantes Sans Frontières, Hellfire Club, X-Club (founding member), Death's Champions, Secret Defenders, Renegades, X-Factor/X-Terminators (founding member), Horsemen of Apocalypse, Defenders, Champions of Los Angeles (founder)""]",Angel/Archangel,Warren Kenneth Worthington III,,"X-Men (founding member); formerly X-Men (Age of X-Man), Horsemen of Salvation, Sleepers, X-Men (Magneto's), Worthington Industries, X-Men (New Charles Xavier School student body), Jean Grey School student body, Cyclops' & Wolverine's X-Force (co-leader with Wolverine), Clan Akkaba, Mutantes Sans Frontières, Hellfire Club, X-Club (founding member), Death's Champions, Secret Defenders, Renegades, X-Factor/X-Terminators (founding member), Horsemen of Apocalypse, Defenders, Champions of Los Angeles (founder)"
http://marvel.wikia.com/wiki/Carol_Danvers_(Earth-616),1304,-31.098766,25.413548,19,"['Captain Marvel', 'Carol Susan Jane Danvers (Human name)Car-Ell (Kree name)', ""Alpha Flight, Ultimates, Alcoholics Anonymous,[20], Avengers,; formerly Alliance, Kree Accuser Corps, War Avengers, A-Force, S.H.I.E.L.D., Guardians of the Galaxy, Mighty Avengers (leader), Initiative, New Avengers, Operation: Lightning Storm (leader), DHS, NASA, USAF, C.I.A., X-Men's ally, Starjammers, Defenders for a Day, the Mighty, Woman Magazine, Infinity Watch""]",Captain Marvel,Carol Susan Jane Danvers (Human name)Car-Ell (Kree name),,"Alpha Flight, Ultimates, Alcoholics Anonymous,[20], Avengers,; formerly Alliance, Kree Accuser Corps, War Avengers, A-Force, S.H.I.E.L.D., Guardians of the Galaxy, Mighty Avengers (leader), Initiative, New Avengers, Operation: Lightning Storm (leader), DHS, NASA, USAF, C.I.A., X-Men's ally, Starjammers, Defenders for a Day, the Mighty, Woman Magazine, Infinity Watch"
http://marvel.wikia.com/wiki/Wanda_Maximoff_(Earth-616),1275,-29.617788,25.110256,20,"['Scarlet Witch', 'Wanda Maximoff', ""Romany, Avengers; formerly Avengers Unity Division, Hydra's Avengers, Axis, Avengers West Coast (part of Shi'ar delegation during Operation Galactic Storm), Force Works, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants, Brides of Set,[11] Queen's Vengeance""]",Scarlet Witch,Wanda Maximoff,,"Romany, Avengers; formerly Avengers Unity Division, Hydra's Avengers, Axis, Avengers West Coast (part of Shi'ar delegation during Operation Galactic Storm), Force Works, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants, Brides of Set,[11] Queen's Vengeance"
http://marvel.wikia.com/wiki/Piotr_Rasputin_(Earth-616),1210,32.724533,14.595586,21,"['Colossus', 'Piotr ""Peter"" Nikolaievitch Rasputin', ""X-Men, Krakoa’s X-Force; formerly X-Men (Age of X-Man), Clan Akkaba, Horsemen of Apocalypse, Cable's X-Force, Phoenix Five, Extinction Team, Defenders (New Jersey Initiative), Excalibur, Acolytes, Soviet Super-Soldiers (deputized)[9]""]",Colossus,"Piotr ""Peter"" Nikolaievitch Rasputin",Peter Rasputin,"X-Men, Krakoa’s X-Force; formerly X-Men (Age of X-Man), Clan Akkaba, Horsemen of Apocalypse, Cable's X-Force, Phoenix Five, Extinction Team, Defenders (New Jersey Initiative), Excalibur, Acolytes, Soviet Super-Soldiers (deputized)[9]"
http://marvel.wikia.com/wiki/Jean_Grey_(Earth-616),1209,32.73688,13.7486315,22,"['Marvel Girl', 'Jean Elaine Grey-Summers', ""X-Men (founding member), Quiet Council of Krakoa; formerly Krakoa's X-Force, X-Men (Age of X-Man), X-Men (Red Team) (leader), X-Men (Blue Team), The Hive, X-Men (New Charles Xavier School student body), Clan Rebellion, Muir Island X-Men, X-Factor / X-Terminators (founding member), The Twelve, Brides of Set""]",Marvel Girl,Jean Elaine Grey-Summers,,"X-Men (founding member), Quiet Council of Krakoa; formerly Krakoa's X-Force, X-Men (Age of X-Man), X-Men (Red Team) (leader), X-Men (Blue Team), The Hive, X-Men (New Charles Xavier School student body), Clan Rebellion, Muir Island X-Men, X-Factor / X-Terminators (founding member), The Twelve, Brides of Set"
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-616),1194,32.768517,13.328686,23,"['Nightcrawler', 'Kurt Wagner (legally changed from Kurt Szardos)', ""X-Men, Quiet Council of Krakoa; formerly Studio X, X-Men (Age of X-Man), X-Men (Red Team), Hounds, Magneto's X-Men, X.S.E., N-Men, Excalibur (leader and founding member), Herr Getmann's Traveling Menagerie, Catholic Church""]",Nightcrawler,Kurt Wagner (legally changed from Kurt Szardos),,"X-Men, Quiet Council of Krakoa; formerly Studio X, X-Men (Age of X-Man), X-Men (Red Team), Hounds, Magneto's X-Men, X.S.E., N-Men, Excalibur (leader and founding member), Herr Getmann's Traveling Menagerie, Catholic Church"
http://marvel.wikia.com/wiki/Natalia_Romanova_(Earth-616),1187,-29.024792,24.504238,24,"['Black Widow', 'Natalia Alianovna ""Natasha"" Romanova (birth name);Natalia Alianovna Shostakova (married name)', 'Formerly Black Widow Ops Program, KGB, Avengers, Lady Liberators, S.H.I.E.L.D., Black Spectre, Champions of Los Angeles, ""Marvel Knights"", Heroes for Hire, Mighty Avengers (Initiative), Thunderbolts (as Yelena Belova), The Mighty, Commander Rogers\' Secret Avengers, S.H.I.E.L.D.\'s Secret Avengers, New Avengers (A.I.M.), Underground, Red Room, Queen\'s Vengeance, Romulus\' organization, (Federal\'naja Služba Bezopasnosti) F.S.B.; former partner of Daredevil']",Black Widow,"Natalia Alianovna ""Natasha"" Romanova (birth name);Natalia Alianovna Shostakova (married name)",Natasha name),"Formerly Black Widow Ops Program, KGB, Avengers, Lady Liberators, S.H.I.E.L.D., Black Spectre, Champions of Los Angeles, ""Marvel Knights"", Heroes for Hire, Mighty Avengers (Initiative), Thunderbolts (as Yelena Belova), The Mighty, Commander Rogers' Secret Avengers, S.H.I.E.L.D.'s Secret Avengers, New Avengers (A.I.M.), Underground, Red Room, Queen's Vengeance, Romulus' organization, (Federal'naja Služba Bezopasnosti) F.S.B.; former partner of Daredevil"
http://marvel.wikia.com/wiki/Charles_Xavier_(Earth-616),1184,32.898697,12.127323,25,"['Professor X', 'Dr. Charles Francis Xavier', 'X-Men (founder; former leader), Quiet Council of Krakoa; formerly Illuminati, Genoshan Excalibur, Brotherhood of Evil Mutants (leader), Cadre K, Starjammers, Mutant Underground, Project Chimera, The Twelve, New Mutants (founder, teacher & leader), United States Army, X-Corporation (founder and leader)']",Professor X,Dr. Charles Francis Xavier,,"X-Men (founder; former leader), Quiet Council of Krakoa; formerly Illuminati, Genoshan Excalibur, Brotherhood of Evil Mutants (leader), Cadre K, Starjammers, Mutant Underground, Project Chimera, The Twelve, New Mutants (founder, teacher & leader), United States Army, X-Corporation (founder and leader)"
http://marvel.wikia.com/wiki/Nicholas_Fury_(Earth-616),1183,-22.82908,26.131742,26,"['The Unseen', ""Nicholas Joseph 'Nick' Fury"", 'Formerly Bucky Barnes, Dum Dum Dugan, Secret Warriors, Howling Commandos PMC; S.H.I.E.L.D., CIA (former agent), OSS (former intelligence agent), United States Army (former colonel), Howling Commandos, Avengers (1950s), Great Wheel of the Zodiac, liaison to MI5,[12] Weapon Plus']",The Unseen,Nicholas Joseph 'Nick' Fury,Nick Fury,"Formerly Bucky Barnes, Dum Dum Dugan, Secret Warriors, Howling Commandos PMC; S.H.I.E.L.D., CIA (former agent), OSS (former intelligence agent), United States Army (former colonel), Howling Commandos, Avengers (1950s), Great Wheel of the Zodiac, liaison to MI5,[12] Weapon Plus"
http://marvel.wikia.com/wiki/Vision_(Earth-616),1166,-28.30908,24.263689,27,"['Vision', '""The Vision"" (Inapplicable, brain patterns based on those of Wonder Man and Alex Lipton)', ""Avengers, formerly; part of Shi'ar delegation during Operation Galactic Storm), Hydra's Avengers, Avengers Unity Division, Avengers A.I., Avengers West Coast, Avengers (Heroes Reborn)""]",Vision,"""The Vision"" (Inapplicable, brain patterns based on those of Wonder Man and Alex Lipton)",The Vision Lipton),"Avengers, formerly; part of Shi'ar delegation during Operation Galactic Storm), Hydra's Avengers, Avengers Unity Division, Avengers A.I., Avengers West Coast, Avengers (Heroes Reborn)"
